dwd_dsc_d365_contract_df.id,dwd_dsc_d365_contract_df.sfdhl_contract_customerlegalentity,dwd_dsc_d365_contract_df.sfdhl_scope_text,dwd_dsc_d365_contract_df.sfdhl_contract_term,dwd_dsc_d365_contract_df.sfdhl_contract_contracttype,dwd_dsc_d365_contract_df.sfdhl_contract_startdate,dwd_dsc_d365_contract_df.sfdhl_contract_nextendbreakdate,dwd_dsc_d365_contract_df.sfdhl_contract_countryareaname,dwd_dsc_d365_contract_df.sfdhl_contract_additionallocations,dwd_dsc_d365_contract_df.sfdhl_legal_contactname,dwd_dsc_d365_contract_df.sfdhl_finance_managername,dwd_dsc_d365_contract_df.sfdhl_operation_managername,dwd_dsc_d365_contract_df.sfdhl_contract_costcenter,dwd_dsc_d365_contract_df.sfdhl_other_deviations_from_commercialexpect,dwd_dsc_d365_contract_df.sfdhl_contract_anyliquidateddamagespenalty,dwd_dsc_d365_contract_df.sfdhl_contract_liabilitycap,dwd_dsc_d365_contract_df.sfdhl_contraact_earlyterminationresourceinvest,dwd_dsc_d365_contract_df.sfdhl_contract_contracttermrelated,dwd_dsc_d365_contract_df.sfdhl_contract_sfdscnoticeperioddays,dwd_dsc_d365_contract_df.sfdhl_contract_anyauditrightsfdsc,dwd_dsc_d365_contract_df.sfdhl_contract_diectlossotherthancaliabilitycap,dwd_dsc_d365_contract_df.sfdhl_contract_earlytermination,dwd_dsc_d365_contract_df.sfdhl_contract_anyreimbursementfromthecustomer,dwd_dsc_d365_contract_df.createdon,dwd_dsc_d365_contract_df.modifiedon
2. 提前解约(客户有权提前7日单方通知解除合同，SF DSC无对等权利)。,,,,,,,,,,,,,,,,,,,,,,,,
3. 投资补偿(仅在客户单方提前解除的情形下，客户会对SF DSC作出些补偿，且补偿费用仅限未支付的运输费用以及设备操作租赁费)。 ,,,,,,,,,,,,,,,,,,,,,,,,
4．逾期付款救济（未约定客户逾期付款的违约金，且SF DSC也不得因客户未付金额而可中止或减少提供服务）。,,,,,,,,,,,,,,,,,,,,,,,,
5 .其他风险提示：,,,,,,,,,,,,,,,,,,,,,,,,
1）如SF DSC无法提供符合要求的服务，不收取相应服务费。,,,,,,,,,,,,,,,,,,,,,,,,
3）合同要求SF DSC放弃对货物的留置权。,,,,,,,,,,,,,,,,,,,,,,,,
4）如仓库作为保税仓库使用，SF DSC需保持保税的现状，否则客户有权立即终止合同。,,,,,,,,,,,,,,,,,,,,,,,,
6）如客户未下采购订单，客户不会付任何发票的的金额。合同对于有效的发票的定义请见24.3条，如客户收到的发票未满足24.3条，客户可不付支付。超过可开发票日后的3个月，合同要求SF DSC不可撤销的放弃收取这段期间的没被包括在有效的发票的金额。,,,,,,,,,,,,,,,,,,,,,,,,
7）未经客户事先书面同意，SF DSC不得分包。,,,,,,,,,,,,,,,,,,,,,,,,
8) 合同要求SF DSC遵守客户行为准则。合同要求遵守香港的个人信息保护方面的法律，Hong Kong’'s Personal Data(Privacy) Ordinance，涉及遵守境外的出口管制法律，Economic Sanctions等。,,,,,,,,,,,,,,,,,,,,,,,,
9）知识产权条款一刀切，要求SF DSC转移知识产权归客户所有。,,,,,,,,,,,,,,,,,,,,,,,,
11）除非客户事先书面同意，否则SF DSC不得对外发布声明提及本协议的存在或者提及BAT是SF DSC客户或者使用其Logo。,,,,,,,,,,,,,,,,,,,,,,,,
12）一旦SF DSC涉及违反合同27条保密条款、28条禁止招揽条款、30条数据保护条款、34条反腐败条款，35条出口管制经济制裁条款，则导致合同将立即被客户终止。,,,,,,,,,,,,,,,,,,,,,,,,
13）合同的管辖法律是香港法，在香港辖区解决争议。,,,,,,,,,,,,,,,,,,,,,,,,
14）如涉及到保税仓储业务，仓库需要《保税仓库注册登记证书》，烟草制品也请需要留意合同要求的仓库储存的条件及仓库防火等级要求。,,,,,,,,,,,,,,,,,,,,,,,,
提供烟草制品的运输，按《烟草专卖法实施条例》需要准运证。根据该条例，如果明知是烟草专卖品而无准运证的单位运输的，会被没收违法所得，并被处以违法运输的烟草专卖品价值10%以上20%以下的罚款。,,,,,,,,,,,,,,,,,,,,,,,,
15）主观的条款，如“达到客户的满意程度”，“经客户的判断认为”。,,,,,,,,,,,,,,,,,,,,,,,,
还需留意以下：,,,,,,,,,,,,,,,,,,,,,,,,
1）人员管理上的要求，未经客户同意，不得移除SPIOC服务或者其他核心人员。因疾病、死亡、因纪律处分需要替换的员工，也需提前一个月通知客户。,,,,,,,,,,,,,,,,,,,,,,,,
2）合同提及禁止招揽员工，SF DSC不得直接或间接的招揽，诱导或者使第三方招揽客户的员工，从而使其与SF DSC或者关联公司建立雇佣关系。需也提示HR留意。,,,,,,,,,,,,,,,,,,,,,,,,
3）SF DSC不得允许第三方使用仓库也不得储存或允许第三方储存其他货物，不得在仓库外存放货物。,,,,,,,,,,,,,,,,,,,,,,,,
4）有效的通知应通过邮件发出，不可通过传真或者电子通讯（如短信、微信）。,,,,,,,,,,,,,,,,,,,,,,,,
5）SF DSC需承担仓储库存损失及相关的费用，因不正确的库存而被政府做出的罚款及税收。,,,,,,,,,,,,,,,,,,,,,,,,
"6）如果涉及调整费用，需要遵循Schedule 3, Change Control Procedure。",,,,,,,,,,,,,,,,,,,,,,,,
7）仓储的环境要求、安保要求及存放要求，客户要求我们从海关取得有效的保税许可。,,,,,,,,,,,,,,,,,,,,,,,,
RM Comments:,,,,,,,,,,,,,,,,,,,,,,,,
1..赔偿计价基础：,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
(线下沟通过客户同意增加计价基础约定的条款，但附件中未见，还请确认）,,,,,,,,,,,,,,,,,,,,,,,,
2.不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC的物流责任保险不赔偿存货盘点损失和/或神秘失踪。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
d) SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
e) SF DSC没有保险可以赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
f)  SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
,"Such as, 34.7	BAT may terminate this Agreement with immediate effect on giving written notice to the Supplier if BAT reasonably suspects the Supplier is in breach of this Clause 34 or of any Applicable Laws or Applicable BAT Policies.",,,26.1	In this clause 26:,,,,,,,,,,,,,,,,,,,,
"26.1.1	BAT Background IPR means all Intellectual Property Rights owned by or licensed to BAT or any of its Affiliates, or developed by or on behalf of BAT or any of its Affiliates, in either case independently of this Agreement; and",,,,,,,,,,,,,,,,,,,,,,,,
26.1.2	Foreground IPR means all Intellectual Property Rights which result from or otherwise come into existence as a result of the supply of the Services.,,,,,,,,,,,,,,,,,,,,,,,,
26.2	All Foreground IPR shall immediately vest in and shall be owned by BAT.,,,,,,,,,,,,,,,,,,,,,,,,
"26.3	The Supplier hereby assigns to BAT (or its nominee) with full title guarantee any Foreground IPR that do not automatically vest in BAT under clause 26.2, together with the right to sue for and recover damages or other relief in respect of any infringement of Foreground IPR.",,,,,,,,,,,,,,,,,,,,,,,,
"26.4	All BAT Background IPR shall remain vested in and owned by BAT, its Affiliates or its licensors (as applicable). Nothing in this Agreement is to be construed as conferring on or creating in the Supplier any proprietary or beneficial right or interest or goodwill in any BAT Background IPR or Foreground IPR arising from the provision of the Services under this Agreement.",,,,,,,,,,,,,,,,,,,,,,,,
"26.5	The Supplier shall not add to, alter, obscure, remove or otherwise interfere with any markings or indication of the source or origins of the Products or cause or permit anything which may damage, prejudice, harm, endanger or infringe the Intellectual Property Rights of the Products.",,,,,,,,,,,,,,,,,,,,,,,,
,No,"34.3	BAT, its authorised advisers and other representatives may audit the compliance of the Supplier and its Associated Parties with the terms of this Agreement (including compliance with Applicable BAT Policies) and the accuracy of the Supplier’s invoicing of the charges payable by BAT under this Agreement. For the purpose of facilitating an audit under this clause, the Supplier shall provide to BAT (including its authorised employees), its authorised advisers and other representatives on request (at no cost to BAT):",,,,,,,,,,,,,,,,,,,,,,
34.3.1	reasonable access to the records referred to in clause 34.2.2;,,,,,,,,,,,,,,,,,,,,,,,,
"34.3.2	reasonable access to all relevant information, premises, data, employees, agents, ",,,,,,,,,,,,,,,,,,,,,,,,
"Subcontractors and assets at all locations at which the same are present (or may reasonably be expected to be present), including locations from which obligations of the Supplier are being or have been or should have been carried out (but not to information which the Supplier is obliged to keep confidential or information which is legally privileged and/or subject to litigation privilege); and",,,,,,,,,,,,,,,,,,,,,,,,
34.3.3	all reasonable assistance in carrying out any audit.,,,,,,,,,,,,,,,,,,,,,,,,
,"Subject  to clauses 32.1 and 32.2, each Party’s total aggregate liability arising under or in connection with this Agreement, whether arising in contract, tort (including negligence) or restitution, or for breach of statutory duty or misrepresentation, or otherwise howsoever, shall in all circumstances be limited to 100% of the Charges paid or payable in aggregate under this Agreement.",,"In the event termination of this Agreement is initiated by BAT for convenience,  BAT shall pay the Supplier within sixty (60) days of such termination, subject to the bankruptcy and insolvency rules of any jurisdiction: 31.7.1	outstanding terms of subcontractors for transportation services; and31.7.2	material equipment handling rental fees.",2020-11-30T02:09:27.0000000+00:00,2021-11-06T05:00:14Z,,,,,,,,,,,,,,,,,,,
dd287edf-dd88-4a76-a25a-8e84868ad914,深圳市顺丰综合物流服务有限公司,,12.0,264270000,2021-06-30T16:00:00Z,2022-06-29T16:00:00Z,Mainland China,,,,Lisa Yao,,,,,,,,,,,,2021-07-01T03:44:12.0000000+00:00,2021-10-26T13:19:19Z
c2e020d0-503f-4b00-83d1-8b58cb86bd0b,上海隽颐国际物流公司,,6.0,264270000,2021-06-30T16:00:00Z,2021-12-30T16:00:00Z,Mainland China,,,,Lisa Yao,,,,,,,,,,,,2021-07-02T01:55:01.0000000+00:00,2021-11-06T05:04:28Z
1c6137d7-bc8f-4347-910b-69e1ef1032aa,上海昶圣货运代理公司,,7.0,264270000,2021-05-31T16:00:00Z,2021-12-30T16:00:00Z,Mainland China,,,,Lisa Yao,,,,,,,,,,,,2021-07-02T03:51:00.0000000+00:00,2021-11-06T05:04:28Z
260f3b5d-d08e-4da0-a3ce-2ddf8b98bb5f,上海殷昌仓储有限公司,Warehousing,12.0,264270000,2021-07-01T00:00:00Z,2022-06-30T00:00:00Z,Mainland China,,Hongjing Liu,Bessie Huang,Rick Gong,,风控意见：,,,,,,,,,,,
不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a） SF DSC的物流责任保险不赔偿存货盘点损失和/或神秘失踪。,,,,,,,,,,,,,,,,,,,,,,,,
b） SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
法务意见：,,,,,,,,,,,,,,,,,,,,,,,,
1、定期价格review一年一次，而本合同到期前双方无异议，会自动续约1年（A2.1），建议合同到期前尽早评估。,,,,,,,,,,,,,,,,,,,,,,,,
2、合同提前终止或到期终止时对我方资源投入的补偿约定较为概括。终止时，双方可能会对补偿范围及金额发生争议。,,,,,,,,,,,,,,,,,,,,,,,,
3、“禁止招揽对方雇员”条款如接受，信息需共享给HR，降低无意中发生违约情况的概率。,,,,,,,,,,,,,,,,,,,,,,,,
,未提及。,"5.2.1	SFDSC就其于本协议项下提供仓储服务过程中造成的货物丢失和/或破损（仓库中无法解释的货物丢失和／或破损除外）而向客户承担的赔偿责任应不超过每个索赔或系列索赔项下  CNY    1 ,000,000 ，且全年累计赔偿总额最高不超过 CNY   5,000,000 ；",,,,,,,,,,,,,,,,,,,,,,
"5.2.2	SFDSC就其于本协议项下提供国内运输服务过程中造成的货物丢失和/或破损而向客户承担的赔偿责任应遵照适用的法律法规的规定。若没有法定的责任限制，SFDSC的赔偿责任应不超过受损、丢失货物毛重每公斤USD20.00，且全年累计赔偿总额最高不超过     CNY  5,000 ,000             ；",,,,,,,,,,,,,,,,,,,,,,,,
"5.2.3	在其他任何情况下（包括仓库中无法解释的货物丢失和／或破损），SFDSC全年的赔偿总额累计不超过  CNY  5,000,000 ；",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7.1		任何一方可以在任何时候，不据理由，以提前2个月书面通知另一方的方式提前终止本协议。,8.1	协议有效期届满或被任何一方以任何理由终止时：,,,,,,,,,,,,,,,,,
8.1.1	客户应立刻支付协议期满或终止日前产生的应支付给SFDSC的款项。如前述须支付款项在协议期满或终止日尚未能确定的，客户应按照SFDSC的合理估算先予支付，待确定具体数额后根据实际情况多退少补。；,,,,,,,,,,,,,,,,,,,,,,,,
8.1.2	客户在与SFDSC核对并确认后向SFDSC支付可能产生的以下费用（具体费用以双方最终书面确认的为准），但客户不能无正当理由地拒绝确认,,,,,,,,,,,,,,,,,,,,,,,,
(a) 在操作过渡或交接期间SFDSC继续承担的合理成本及费用；以及,,,,,,,,,,,,,,,,,,,,,,,,
8.2     受限于前文第2.3条规定，当协议有效期届满或提前终止时，SFDSC应停止提供服务。,,,,,,,,,,,,,,,,,,,,,,,,
8.3     客户按照本协议第8.1条足额支付应付款项后，SFDSC可根据客户的选择，将货物交付给客户，相关费用由客户承担；或由客户自行取回货物。,,,,,,,,,,,,,,,,,,,,,,,,
8.4	无论因何原因造成本协议终止的，不应影响协议双方在本协议终止前已产生的权利、义务和责任。本协议中明示或暗示适用于本协议终止后的条款应继续有效。,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-02T05:16:26.0000000+00:00,2021-11-06T05:04:30Z,,,,,,,,,,,,,,,,,,,,,,
cfc18929-e9a8-4eaa-9ead-72f386c8a89b,中友国际物流有限公司,Other service,36.0,264270000,2021-04-01T00:00:00Z,2024-03-31T00:00:00Z,Mainland China,,Joy Jiang,Huifeng Zhou,Fan Zou,,法务：,,,,,,,,,,,
1.赔偿责任：合同未明确约定赔偿计价基础，规定对于非不可抗力导致的货物（包括容器）损失，乙方按照戴姆勒赔偿要求向甲方赔偿；明确规定SFDSC赔偿客户第三方索赔在内的间接损失；未设定赔偿责任限额,,,,,,,,,,,,,,,,,,,,,,,,
2.没有客户逾期付款救济措施,,,,,,,,,,,,,,,,,,,,,,,,
3.合同期3年，无任意提前解约权，无资源补偿条款，不允许留置,,,,,,,,,,,,,,,,,,,,,,,,
4.其他 甲方有权决定直接从物流款中扣除因质量问题、物流交期逾期等造成的相关损失的索赔金额，但在扣除费用之前甲方需通知乙方。,,,,,,,,,,,,,,,,,,,,,,,,
试用期3个月，建议修改合同生效日期。,,,,,,,,,,,,,,,,,,,,,,,,
风控意见：,,,,,,,,,,,,,,,,,,,,,,,,
"1．	赔偿责任：对于运输服务，合同未约定赔偿责任上限，即SF DSC须对货物损失承担全额赔偿责任；但是鉴于单次运输货物的最大货值为CNY 600,000，SF DSC的物流责任保险可以对货物损失超过免赔额（每次事故CNY 100,000）的部分全额赔偿；",,,,,,,,,,,,,,,,,,,,,,,,
2．	赔偿计价基础：合同约定的货物损失赔偿的计价基础为“销售价”，其中包含了客户的销售利润，而销售利润属于“间接损失”，由SF DSC承担不合理。,,,,,,,,,,,,,,,,,,,,,,,,
3．	保险要求：合同约定“货物运输保险由乙方负责办理投保”经与BG确认，该货物运输险将由供应商安排，请后续提交供应商安排的货物运输险凭证,,,,,,,,,,,,,,,,,,,,,,,,
4．	理赔要求：合同约定“对于非不可抗力导致的货物（包括容器）损失，乙方按照戴姆勒赔偿要求向甲方赔偿，乙方自行向保险公司进行理赔。”,,,,,,,,,,,,,,,,,,,,,,,,
a)	请注意，对于非因乙方过失或过错导致的货损，乙方依旧需要向甲方赔偿的要求不合理。,,,,,,,,,,,,,,,,,,,,,,,,
b)	请注意，若乙方先行赔付甲方，那么将来货物保险公司最终的理赔金额与SF DSC实际支付给客户的赔款之间的差额将只能由SF DSC自行承担。,,,,,,,,,,,,,,,,,,,,,,,,
5．	不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a)	SF DSC的物流责任保险不赔偿间接损失,,,,,,,,,,,,,,,,,,,,,,,,
b)	SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c)	SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
,4.2.2乙方有责任在得到甲方取送货计划后2小时内予以邮件或其它书面形式确认，若乙方不能完成取送货计划也必须在接到取送货计划2小时内予以回复，如因没有及时回复所造成的取货延迟和交付延迟损失由乙方承担，且甲方有权按照相应的规定进行处罚；如正常的取送货计划乙方不能完成，乙方需要尽快采取措施减小影响，如对甲方造成了不良影响，甲方有权按照相应的规定进行处罚。4.2.14乙方有责任每天向甲方发送货物、返货及空器具管理出入库数据台账，并将经销店签字的返空单保留三年供甲方抽查，且单据信息必须完整、清晰、准确，甲方有权随时抽查三年内取货范围内任何一个经销店的货物、返货、返空台账和票据，如发现乙方在台账故意作假，甲方有权对乙方进行经济处罚。4.2.15乙方作业人员在进入取货点和交付点作业时，必须严格遵守取货点和交付点的规章制度，若乙方违反相关规定，视情况和程度处以相应的罚款。,,,,,,,,,,,,,,,,,,,,,,,
,无,,,,,,未提及,合同未提及,2021-07-02T07:59:04.0000000+00:00,2021-11-06T05:04:30Z,,,,,,,,,,,,,,
f1cc32d7-fcae-41d3-bd96-f65ca67241ef,上海汇玺供应链管理有限公司,Other service,12.0,264270000,2021-07-10T00:00:00Z,2022-07-09T00:00:00Z,Mainland China,,Faye Xue,Nancy Zhong,Bo Zhou,,无,,,,,,,,,,,
风控意见：,,,,,,,,,,,,,,,,,,,,,,,,
"1.赔偿责任：对于运输服务，由于合同约定的赔偿责任上限“每个索赔或系列索赔项下不超过人民币10000元”，在SF DSC物流责任保险的免赔额（每次事故CNY 100,000）以下，所以所有的货物损失赔偿将由分承包商和/或BG的P&L自行承担。",,,,,,,,,,,,,,,,,,,,,,,,
2.不可保风险：SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
,合同未提及,公司提供运输服务，就货物丢失或者破损的赔偿责任不超过丢失、受损货物的毛重每公斤20元且每个索赔或系列索赔项下不超过人民币10000元。除货物丢失或破损以外的其他情形（包括但不限于迟延交付），赔偿责任每个索赔或系列索赔项下不超过该笔运输对应服务费的5% ,,合同未提及,提前30天,无,供应商在本协议项下承担的赔偿责任（无论何种原因导致）单次事故或系列事故项下不应超过人民币50000元，每个合同年度内累计赔偿总额不应超过人民币50000元。,合同未提及,若服务供应商为本服务订单之目的已投入或购置特定的资源和/或已产生特定的成本，在本服务订单提前终止或期满终止时，客户应当补偿服务供应商在本服务订单终止前直接遭受的合理成本和费用以及在本服务订单终止前服务供应商向第三方作出任何承诺而需要在本服务订单终止后继续支付的任何成本或费用，具体列于附件3。,,,,,,,,,,,,,,,
本条款之前述约定同样适用于在本服务订单有效期内应客户要求而减少相关资源的情形。,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-05T02:18:31.0000000+00:00,2021-11-06T05:04:31Z,,,,,,,,,,,,,,,,,,,,,,
5e87292c-130a-42a8-a5bf-8161af813396,长安福特汽车有限公司,Warehousing,41.0,264270000,2021-08-01T00:00:00Z,2024-12-31T00:00:00Z,Mainland China,,Freda Rao,Nancy Zhong,Wynona Wang,,法务意见：,,,,,,,,,,,
1 本项目是SFDSC向CAF提供包装服务且包装的设计以及供应由SFDSC负责，因此该项目包含包装材料的销售。,,,,,,,,,,,,,,,,,,,,,,,,
2. 责任条款：根据目前合同内容，,,,,,,,,,,,,,,,,,,,,,,,,
（1）本合同未对直接损失设置赔偿限额，,,,,,,,,,,,,,,,,,,,,,,,,
"（2）本合同未排除SF DSC对间接损失的赔偿责任，约定的间接损失上限存在以下瑕疵（即：本合同期内SF DSC对CAF能证明的间接性损失的赔偿责任不应超过SF DSC在合同项下所提供的全部服务的年度收入。）：（a) 未具体列举和界定间接损失,因此前述上限的适用范围可能会存在争议。（b）”年度收入“是具体指哪一年的收入并不明确。--虽然之前类似项目合同已采用该等条款，建议在这一个项目合同中得以改善，请商务考量。",,,,,,,,,,,,,,,,,,,,,,,,
（2）依技术附件和CAF GTC规定，SF DSC须对包装材料质量和设计承担产品责任。,,,,,,,,,,,,,,,,,,,,,,,,
3.合同附件CAF GTC允许CAF可以随时以书面通知的形式终止合同。,,,,,,,,,,,,,,,,,,,,,,,,
4.合同价格条款与价格附件相关约定有不一致，合同中提到仅约定第一年合同价格，而合同第2年和第3年的价格待定，但价格附表中有22-24年价格，请复核并表述一致。第一年之后的年度价格回顾机制以及双方不能达成一致时退出机制均未明确约定。--合同价格不能确定，但是合同仍在有效期内，会使SF DSC处于被动地位。,,,,,,,,,,,,,,,,,,,,,,,,
5. 其他风险：,,,,,,,,,,,,,,,,,,,,,,,,
1）合同附件的优先适用次序（技术协议与通用条款背离表）未约定，两者约定不一致之处可能会引起争议。,,,,,,,,,,,,,,,,,,,,,,,,
2）未经CAF事先书面同意，SF DSC不得分包。,,,,,,,,,,,,,,,,,,,,,,,,
3）GTC中提到CAF有权审查SF DSC与合同履行相关的账簿等资料， 且技术协议中提到CAF对服务进行稽核,,,,,,,,,,,,,,,,,,,,,,,,
4）价格附件中提及本项目适用13%税率，请征询财务/税务意见。,,,,,,,,,,,,,,,,,,,,,,,,
5）合同中涉及保险安排等相关条款，请征询风控意见。,,,,,,,,,,,,,,,,,,,,,,,,
风控意见：,,,,,,,,,,,,,,,,,,,,,,,,
1.赔偿责任：,,,,,,,,,,,,,,,,,,,,,,,,
"对于包装服务导致的货物损失，合同未约定赔偿责任上限，但鉴于单个包装单位的货值约在CNY5,000左右，在SF DSC物流责任保险的免赔额（每次事故CNY 100,000或损失金额的10%，以高者为准）以下，所以所有的货物损失赔偿将由分承包商和/或BG的P&L自行承担。",,,,,,,,,,,,,,,,,,,,,,,,
2.赔偿计价基础：,,,,,,,,,,,,,,,,,,,,,,,,
合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
3.其他可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
"对于产品责任，SF DSC的商业综合责任保险承担的赔偿最多能达到每次事故及累计CNY 6,500,000。",,,,,,,,,,,,,,,,,,,,,,,,
4.不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a） SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b） SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c） SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d） SF DSC没有保险可以赔偿违反知识产权义务的责任。,如卖方延迟交货和 或提供服务及因卖方其他原因导致买方终止解除合同的，卖方应按合同总金额买方向卖方发出通知后，卖方应按通知要求 立即改正其迟延行为或买方即有权终止解除合同终止解除自书面通知到达卖方时生效。 买方不终止 解除合同的，每迟延一天， 卖方应按合同总金额的千分之一向买方支付迟延履行违约金，买方有权直接从给卖方的任何一笔应付款中予以扣除。买方终止 解除合同的，卖方应按合同总金额的 2 0% 向买方支付违约金，违约金不足以赔偿,,,,,,,,,,,,,,,,,,,,,,,
买方损失的，卖方应向买方予以足额赔偿；,,,,,,,,,,,,,,,,,,,,,,,,
,对直接损失未设置赔偿上限,,任何由卖方或其雇员根据买方在采购订 （定）/ 单 采购合同 中特别订购或委托而创作的作品均应被视为“受委托作品”，该作品的各项著作权应全部属买方所有。） 卖方按照采购订 （定） 单采购合同 而制作或取得的一切文件（包括工程图稿与规格说,,,,,,,,,,,,,,,,,,,,,
明书）均属于买方所有，卖方拥有专利权的除外，但买方仍可不受任何限制地使用该等文件,,,,,,,,,,,,,,,,,,,,,,,,
或文件包含的信息，包括复制、修改、披露或传播。如果上述文件包含根据采购订 （定 单,,,,,,,,,,,,,,,,,,,,,,,,
采购合同 而进行的原创作品，则买方依第 17 条规定享有其著作权。卖方同意不在上述文件,,,,,,,,,,,,,,,,,,,,,,,,
上标注「机密」或「卖方专属所有」等字样 ，且不得自行或许可他人使用 。卖方应买方要求,,,,,,,,,,,,,,,,,,,,,,,,
准备并提供给买方的工程图稿均应符合买方当地计算机辅助设计标准的要求。,否,CAF GTC Clause20 “审计权”：买方有权在任何合理的时间指派其授权的代表审查、复制 卖方所拥有或控制的、与卖方根据本采购 订 （定） 单 采购合同 所承担之任何义务或卖方根据本 采购 订 （定） 单 采购合同所要求支付的付款有关的帐簿及档案。卖方应在 采购 订 （定） 单 采购合同 所规定之服务或供货完成后两年内保存所有有关账目及记录。,无,合同附件CAF GTC允许CAF可以随时以书面通知的形式终止合同。,CAF GTC第24.（b）条,,,,,,,,,,,,,,,,,,,
支付：,,,,,,,,,,,,,,,,,,,,,,,,
1.针对符合采购订 （定 ）单 采购合同要求的成品和完成的服务支付采购订 （定） 单 采购合同中规定的价款；,,,,,,,,,,,,,,,,,,,,,,,,
2.支付卖方依据CAF GTC规定不能重新配置而转移给CAF的半成品、零件和原材料的实际成本；,,,,,,,,,,,,,,,,,,,,,,,,
3.支付SF DSC依据CAF GTC规定结清分包商因此类终止造成了无法回收的实际费用而提出的偿付请求而支出的实际成本；,,,,,,,,,,,,,,,,,,,,,,,,
4.支付SF DSC采取合理必要的措施，保护由SFDSC保管而买方对其拥有权益的财产而支出的实际成本。,,,,,,,,,,,,,,,,,,,,,,,,
不支付：,,,,,,,,,,,,,,,,,,,,,,,,
1.直接或因分包商的索赔，由于终止采购订(定)单采购合同导致的任何利润损失（包括可得利润损失、预期利润损失），采购合同导致的任何利润损失（包括可得利润损失、预期利润损失）、未分摊的管理费用、请求支付的利息、产品开发与工程费用、工装、厂房与设备重新安置费用或租金、未分摊的折旧费用，以及一般行政管理费用。,2021-07-05T03:05:15.0000000+00:00,2021-11-06T05:04:32Z,,,,,,,,,,,,,,,,,,,,,,
c4ce94bc-4060-4c58-b863-393e13b2d6af,上海平文物流有限公司,Warehousing,6.0,264270000,2021-07-01T00:00:00Z,2021-12-30T16:00:00Z,Mainland China,,Joy Jiang,Eva Gao,Rainy Gu,,采用公司标准服务订单合同，法务无意见,,,,,,,,,,,
"风控意见：由于合同约定的赔偿责任上限在SF DSC物流责任保险的免赔额（每次事故CNY 100,000或损失金额的10%，以高者为准）以下，所以所有的货物损失赔偿将由分承包商和/或BG的P&L自行承担。",,,,,,,,,,,,,,,,,,,,,,,,
,No,STC第7条仓储服务赔偿责任不超过每个索赔额或者索赔项下人民币10000元，全年总赔偿责任不超过同期仓储费的5%,,,,,,合同未提及,,2021-07-05T05:29:02.0000000+00:00,2021-11-06T05:04:33Z,,,,,,,,,,,,,
8220eb8f-d8b8-44b8-a1fd-4f34e8df09eb,上海新新运国际物流公司,,7.0,264270000,2021-05-31T16:00:00Z,2021-12-30T16:00:00Z,Mainland China,,,,Lisa Yao,,,,,,,,,,,,2021-07-05T05:46:05.0000000+00:00,2021-11-06T05:04:34Z
910ad971-ce62-44cf-ad7d-5fbd38e7086f,Burton Corporation,"Other service,Warehousing",4.0,264270000,2021-06-01T00:00:00Z,2021-09-30T00:00:00Z,Mainland China,,Hongjing Liu,Bessie Huang,Rick Gong,,风控意见：因此BCA仅涉及租赁合同，故没有意见。,无,无,,,,,,短期固定期限项目,客户支付仓库恢复原貌的费用,2021-07-05T06:27:52.0000000+00:00,2021-11-06T05:04:34Z
