dwd_dsc_d365_opportunity_df.opportunity_number,dwd_dsc_d365_opportunity_df.opportunity_name,dwd_dsc_d365_opportunity_df.account_id,dwd_dsc_d365_opportunity_df.account_name_en,dwd_dsc_d365_opportunity_df.account_name_cn,dwd_dsc_d365_opportunity_df.actual_close_date,dwd_dsc_d365_opportunity_df.annual_average_gross_profit_base,dwd_dsc_d365_opportunity_df.annual_average_gross_profit,dwd_dsc_d365_opportunity_df.annual_average_revenue_base,dwd_dsc_d365_opportunity_df.annual_average_revenue,dwd_dsc_d365_opportunity_df.bca_ref_number,dwd_dsc_d365_opportunity_df.bca_status,dwd_dsc_d365_opportunity_df.bg,dwd_dsc_d365_opportunity_df.commission,dwd_dsc_d365_opportunity_df.contract_end_date,dwd_dsc_d365_opportunity_df.contract_renewal_date,dwd_dsc_d365_opportunity_df.contract_termin_month,dwd_dsc_d365_opportunity_df.contract_term,dwd_dsc_d365_opportunity_df.expected_gain_date,dwd_dsc_d365_opportunity_df.expected_golive_date,dwd_dsc_d365_opportunity_df.gp_prior_year_total,dwd_dsc_d365_opportunity_df.is_proj_mgmt_required,dwd_dsc_d365_opportunity_df.milestone,dwd_dsc_d365_opportunity_df.next_renewal_date,dwd_dsc_d365_opportunity_df.operating_golive_date,dwd_dsc_d365_opportunity_df.opportunity_category,dwd_dsc_d365_opportunity_df.opportunity_creator,dwd_dsc_d365_opportunity_df.opportunity_record,dwd_dsc_d365_opportunity_df.reference_number,dwd_dsc_d365_opportunity_df.opportunity_type,dwd_dsc_d365_opportunity_df.pm_name,dwd_dsc_d365_opportunity_df.product1,dwd_dsc_d365_opportunity_df.product2,dwd_dsc_d365_opportunity_df.product3,dwd_dsc_d365_opportunity_df.product4,dwd_dsc_d365_opportunity_df.cancel_reason,dwd_dsc_d365_opportunity_df.loss_reason,dwd_dsc_d365_opportunity_df.revenue_prior_year_total,dwd_dsc_d365_opportunity_df.salesperson1_pct,dwd_dsc_d365_opportunity_df.salesperson2_pct,dwd_dsc_d365_opportunity_df.salesperson3_pct,dwd_dsc_d365_opportunity_df.salesperson4_pct,dwd_dsc_d365_opportunity_df.salesperson5_pct,dwd_dsc_d365_opportunity_df.salesperson6_pct,dwd_dsc_d365_opportunity_df.salesperson1,dwd_dsc_d365_opportunity_df.salesperson2,dwd_dsc_d365_opportunity_df.salesperson3,dwd_dsc_d365_opportunity_df.salesperson4,dwd_dsc_d365_opportunity_df.salesperson5,dwd_dsc_d365_opportunity_df.salesperson6,dwd_dsc_d365_opportunity_df.sector,dwd_dsc_d365_opportunity_df.subsector,dwd_dsc_d365_opportunity_df.situation_update_next_steps,dwd_dsc_d365_opportunity_df.situation_updated_time,dwd_dsc_d365_opportunity_df.strategic_project,dwd_dsc_d365_opportunity_df.terminate_effective_date,dwd_dsc_d365_opportunity_df.territory,dwd_dsc_d365_opportunity_df.contract_value,dwd_dsc_d365_opportunity_df.currency,dwd_dsc_d365_opportunity_df.description,dwd_dsc_d365_opportunity_df.createdon,dwd_dsc_d365_opportunity_df.modifiedon,dwd_dsc_d365_opportunity_df.bca_approval_date,dwd_dsc_d365_opportunity_df.src_inc_day,dwd_dsc_d365_opportunity_df.contract_signing_approvedon,dwd_dsc_d365_opportunity_df.compliance,dwd_dsc_d365_opportunity_df.non_compliance_reason,dwd_dsc_d365_opportunity_df.fivem_customer
Z009938,Cubbit_Storage and Packing and shipment transportation,e27eed66-36e8-eb11-bacb-002248163181,Cubbit,Cubbit,2021-08-17T00:00:00,26.080000000000002,32.6,372.48,465.6,,,HK,FALSE,2023-09-29T00:00:00Z,2023-09-30T00:00:00Z,,24.0,2021-10-01T00:00:00Z,2021-10-01T00:00:00Z,,False,Closed-Canceled,,,530000.0,Mike Fung,BCA Not Required,,New from New,,Warehousing,Transportation,,,None,,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Hongkong,931.2,HKD,Following eCom fast track,2021-07-21T10:03:45.0000000+00:00,2021-08-22T04:55:00Z,,20211017.0,,Y,,Not 5M
Z001567,SHA Warehouse management,244e1d9d-f105-45ff-a3c2-098a9ce75354,Vats Liquor Chain Store,华致酒行,2012-02-29T00:00:00,85.8,11.0,429.0,55.0,BCA-8QK9Y7,Fully Approved,,FALSE,,,24.0,24.0,2012-02-28T16:00:00Z,2012-02-29T16:00:00Z,,False,Contract Signed,,2012-02-29T16:00:00Z,,Xiaoyu Xu,,8QK9Y7,New from New,,,,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,Customer agree with our solution and quotation.,,,,China,,EUR,400 sqm warehouse management,2020-01-12T08:18:27.0000000+00:00,2021-08-22T03:35:58Z,,20211017.0,,Y,,Not 5M
Z009843,CR Care  VAS & Transport,97d9dd57-64bc-eb11-bacc-000d3a80ae42,CR Care,華潤堂,2021-08-30T00:00:00,13.808000000000002,17.26,133.744,167.18,N211456,Approved,HK,FALSE,2022-07-08T16:00:00Z,2022-07-09T16:00:00Z,,12.0,2021-07-14T16:00:00Z,2021-07-08T16:00:00Z,,False,Contract Signed,2022-07-09T16:00:00Z,,530000.0,Meko Ho,New Business,,New from New,,Transportation,Value-added service,,,,,,100.0,,,,,,Dennis Cheng (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Hongkong,167.18,HKD,,2021-07-06T06:28:34.0000000+00:00,2021-09-06T01:25:34Z,2021-07-20T17:06:54Z,20211017.0,2021-08-30T03:40:05Z,Y,,Not 5M
Z004771,Renewal of Logistics ...-C1101706 Contract,,,,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,0.0,0.0,2049-12-31T16:00:00Z,,,False,Closed-Canceled,,,,William Tsao,Change Renewals,9KDDX8,Renewal,,,,,,,,,100.0,,,,,,William Tsao (SF-DHL HK),,,,,,Retail,Specialty retailers,,,,,Hongkong,,CNY,Not available,2020-01-16T03:24:10.0000000+00:00,2021-09-23T13:38:45Z,,20211017.0,,Y,,Not 5M
Z005049,Network Consultancy Project,45cc12b6-8239-4dad-acdf-73a818beb23a,Native Union,Native Union,2020-01-16T00:00:00,27.248000000000005,34.06,179.15200000000002,223.94,,,HK,FALSE,,,1.0,1.0,2014-02-28T16:00:00Z,2014-03-31T16:00:00Z,,False,Closed-Canceled,,2014-03-31T16:00:00Z,,Xiaoyu Xu,,9GA6TG,New from New,,,,,,,,,100.0,0.0,0.0,,,,,,,,,,Retail,Specialty retailers,Proposal handed in. A good opportunity to develop our consultancy capabilities.,,,,Hongkong,,HKD,"Provide consultancy service on Native Union's current global network, dc locations and shipment routes analysis",2020-01-16T03:29:10.0000000+00:00,2021-09-23T13:44:20Z,,20211017.0,,Y,,Not 5M
Z010199,Dotdot_Storage and Packing and Local Transportation,fec006dc-c520-ec11-b6e6-000d3a82fdb8,dotdot,dotdot,2021-10-11T00:00:00,2.4000000000000004,3.0,22.400000000000002,28.0,,,HK,FALSE,2023-10-13T00:00:00Z,2023-10-14T00:00:00Z,,24.0,2021-10-15T00:00:00Z,2021-10-15T00:00:00Z,,False,Closed-Lost,,,530000.0,Mike Fung,BCA Not Required,,New from New,,Transportation,Warehousing,,,,One Time Business,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Hongkong,56.0,HKD,Following eCom Fast Track,2021-09-30T10:02:58.0000000+00:00,2021-10-11T02:17:02Z,,20211017.0,,Y,,Not 5M
Z002007,E-fulfillment SCN Hub,8f6fec6e-9305-4d63-a9e8-06143331839c,DHL eCommerce,敦豪物流 电子商务,2016-03-28T00:00:00,531.3,531.3,2856.6,2856.6,BCA-A5AMMG,Fully Approved,,FALSE,,,24.0,24.0,2016-03-27T16:00:00Z,2016-04-07T16:00:00Z,,False,Contract Signed,,2016-04-07T16:00:00Z,,Xiaoyu Xu,New Business,A5AMMG,New from New,,,,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,Business awarded,,,,China,,CNY,E-Fulfillment SCN Hub,2020-01-12T08:30:20.0000000+00:00,2021-08-22T03:41:12Z,,20211017.0,,Y,,Not 5M
Z008518,仓配业务,31045887-41dc-ea11-a813-000d3a851174,Gabrie,加布里埃尔,2020-09-28T00:00:00,132.0,132.0,1541.0,1541.0,N200515,Approved,TD,TRUE,2023-08-31T00:00:00Z,2023-09-01T00:00:00Z,,36.0,2020-09-30T00:00:00Z,2020-09-01T00:00:00Z,,False,Contract Signed,2020-09-01T00:00:00Z,,,Shirley Wang,New Business,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Jiannan Shang (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,4623.0,CNY,,2020-08-12T02:29:55.0000000+00:00,2021-08-22T04:35:26Z,2020-09-08T10:12:18Z,20211017.0,2020-09-28T07:27:19Z,Y,,Not 5M
Z003964,SFGujia Transportation,521ceef9-d9bf-4366-9e4c-c1ae1299945c,Jason Furniture,顾家家居,2020-07-07T00:00:00,0.0,0.0,,,,,EI,FALSE,,,,,2020-02-29T16:00:00Z,2020-02-29T16:00:00Z,0.0,False,Closed-Canceled,,2020-02-29T16:00:00Z,,Gloria Lu,New Business,293878,New from New,,Transportation,,,,Opportunity withdrawn by customer,,0.0,100.0,,,,,,Gloria Lu (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,,CNY,We have this opportuinity,2020-01-12T09:52:13.0000000+00:00,2021-08-22T04:06:54Z,,20211017.0,,Y,,Not 5M
Z001563,Service contract renew,244e1d9d-f105-45ff-a3c2-098a9ce75354,Vats Liquor Chain Store,华致酒行,2020-01-17T00:00:00,46.8,6.0,249.6,32.0,BCA-8PXAM4,Fully Approved,,FALSE,,2011-12-25T16:00:00Z,13.0,13.0,2011-12-24T16:00:00Z,,,False,Contract Signed,2013-02-28T16:00:00Z,,,Xiaoyu Xu,,8PXAM4,Renewal,,,,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,BCAs submitted for approval.,,,,China,,EUR,It is a warehouse service contract renew,2020-01-12T08:18:22.0000000+00:00,2021-09-23T12:49:51Z,,20211017.0,,Y,,Not 5M
Z003968,huangshanghuang TPS_ Shunfeng Project,c81533f4-3a2e-4ced-866a-a103939ad82e,Jiangxi Huangshanghuang Group Food,江西煌上煌集团食品,2020-07-07T00:00:00,0.0,0.0,,,,,CR,FALSE,,,,,2019-10-30T16:00:00Z,2019-10-31T16:00:00Z,0.0,False,Closed-Canceled,,2019-10-31T16:00:00Z,,Emma Xia,New Business,293937,New from New,,Transportation,,,,Opportunity withdrawn by customer,,0.0,100.0,,,,,,Emma Xia (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,,CNY,transportation for marinated duck,2020-01-12T09:52:17.0000000+00:00,2021-08-22T04:06:57Z,,20211017.0,,Y,,Not 5M
Z009614,ScenesTech B2C project,004a3a3c-cfb2-eb11-8236-0022481634e0,Scenes Tech,Scenes Tech,2021-08-31T00:00:00,23.200000000000003,29.0,383.20000000000005,479.0,,Approved,HK,FALSE,2021-10-21T16:00:00Z,2021-10-22T16:00:00Z,,3.0,2021-07-15T00:00:00Z,2021-07-23T00:00:00Z,,False,Closed-Lost,,,530000.0,Mike Fung,BCA Not Required,,New from New,,Warehousing,Transportation,,,,One Time Business,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,2021-07-27T00:00:00Z,Hongkong,119.75,HKD,,2021-05-12T09:22:24.0000000+00:00,2021-08-31T02:30:05Z,,20211017.0,,Y,,Not 5M
Z002051,Starbucks Qingdao Frozen Depot.,d97f7b40-1070-47fa-9879-66c5d633b177,STARBUCKS,星巴克,2016-07-15T00:00:00,126.46,126.46,554.8,554.8,BCA-249061,Fully Approved,,FALSE,,,12.0,12.0,2016-07-14T16:00:00Z,2016-06-30T16:00:00Z,,False,Contract Signed,,2016-06-30T16:00:00Z,,Xiaoyu Xu,New Business,249061,New from Existing,,Warehousing,,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,already got the china approval,,,,China,,CNY,Starbucks Qingdao Frozen Depot,2020-01-12T08:31:40.0000000+00:00,2021-08-22T03:41:46Z,,20211017.0,,Y,,STARBUCKS
Z001762,one year contract renewal with B&Q Vivid,55ffa4ad-b909-4dd5-b3b6-9ac611a73793,B&Q,百安居,2020-01-17T00:00:00,1482.0,190.0,3954.6,507.0,BCA-9DW4FV,Fully Approved,,FALSE,,2013-12-18T16:00:00Z,12.0,12.0,2013-12-12T16:00:00Z,,,False,Contract Signed,2014-12-17T16:00:00Z,,,Xiaoyu Xu,,9DW4FV,Renewal,,Warehousing,Transportation,,,,,,100.0,0.0,0.0,,,,,,,,,,Retail,Specialty retailers,The BCA has got approval of NAPRB.,,,,China,,EUR,one year contract renewal with B&Q Vivid,2020-01-12T08:23:36.0000000+00:00,2021-09-23T12:53:01Z,,20211017.0,,Y,,Not 5M
Z008945,阿里健康全国公路运输,56e81a28-aa07-447c-84a1-dc6ab5d62908,ALIBABA,阿里巴巴,2021-01-26T00:00:00,,,,,,,TSC,FALSE,,,,,2021-03-29T16:00:00Z,2021-04-14T16:00:00Z,,False,Closed-Canceled,,,,Grace Wu,New Business,,New from New,,,,,,Opportunity withdrawn by customer,,,100.0,,,,,,Grace Wu (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,,CNY,,2020-12-10T05:12:04.0000000+00:00,2021-08-22T04:41:55Z,,20211017.0,,Y,,Not 5M
Z004603,IKEA HK Home Delivery outsourcing (phase 1),777f0392-72d5-44cf-aee7-93673177e423,IKEA,宜家,2020-01-16T00:00:00,205.20000000000002,256.5,1368.0,1710.0,,,HK,FALSE,,,8.0,8.0,2016-12-30T16:00:00Z,2017-07-02T16:00:00Z,,False,Closed-Canceled,,2017-07-02T16:00:00Z,,Xiaoyu Xu,New Business,244330,New from New,,Transportation,Warehousing,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,,,,,Hongkong,,HKD,To address the outsourcing needs for their new b2c business for its MH (Market Hall) Division in Hong Kong and Macau,2020-01-16T03:21:05.0000000+00:00,2021-09-23T13:35:05Z,,20211017.0,,Y,,Not 5M
Z010172,Amazon,29a990e4-2c27-4419-afd8-bc5c73fc9b5f,Amazon,亚马逊,,44.0,44.0,648.76,648.76,N211667,Approved,HK,FALSE,2024-09-29T00:00:00Z,2024-09-30T00:00:00Z,,36.0,2021-10-01T00:00:00Z,2021-10-01T00:00:00Z,,False,Opportunity Gain,,,530000.0,William Tsao,New Business,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,William Tsao (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Macao,1946.28,CNY,,2021-09-21T04:55:52.0000000+00:00,2021-10-04T03:44:36Z,2021-10-04T11:44:27Z,20211017.0,,Y,,Not 5M
Z002583,Renewal of DHL E-Commerce warehous - C1103675,8f6fec6e-9305-4d63-a9e8-06143331839c,DHL eCommerce,敦豪物流 电子商务,2018-03-06T00:00:00,-554.5,-554.5,843.82,843.82,,,,FALSE,2018-02-27T16:00:00Z,2019-02-28T16:00:00Z,0.0,0.0,2019-02-26T16:00:00Z,2018-07-30T16:00:00Z,-55450.2,False,Closed-Lost,,2018-07-30T16:00:00Z,,Xiaoyu Xu,Straightforward Renewals,256864,Renewal,,,,,,,,84381.9,100.0,,,,,,Emma Xia (SF-DHL CN),,,,,,Retail,Specialty retailers,renewal opportunity,2018-04-19T16:00:00Z,,2018-07-30T16:00:00Z,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:24:16.0000000+00:00,2021-08-22T03:48:49Z,,20211017.0,,Y,,Not 5M
Z005332,Disney WH & Transp,b2005124-ad75-4215-920c-ea64d1849f09,Disney - Parks & Resorts,迪士尼 公园&度假村,2020-06-30T00:00:00,262.0,262.0,1746.0,1746.0,N200170,Approved,TSC,TRUE,2021-03-31T00:00:00Z,2021-04-01T00:00:00Z,12.0,12.0,2020-03-27T00:00:00Z,2020-04-01T00:00:00Z,,False,Contract Signed,2021-04-01T00:00:00Z,,,Angela Hou,New Business,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Angela Hou (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,1746.0,CNY,,2020-03-09T04:00:54.0000000+00:00,2021-08-22T04:23:31Z,2020-04-27T09:02:01Z,20211017.0,2020-06-30T07:38:00Z,Y,,Not 5M
Z003980,Domestic Transport from TJ to ZZ,62e8b339-8a4c-4351-8a1c-e09fcd1aa75e,Dangdang,当当,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,,,,,2019-09-14T16:00:00Z,2019-10-09T16:00:00Z,0.0,False,Closed-Canceled,,2019-10-09T16:00:00Z,,Adam Zhang,New Business,293448,New from New,,,,,,,,0.0,100.0,,,,,,,,,,,,Retail,Specialty retailers,,,,,China,,CNY,Domestic transport for books which was sold in Dangdang on-line website from Tianjin to Zhengzhou.,2020-01-12T09:52:30.0000000+00:00,2021-09-23T13:27:24Z,,20211017.0,,Y,,Not 5M
Z010183,Fluid x Limited_Storage + Packing + Local Transportation,2098e1b8-351c-ec11-b6e7-00224817389a,Fluid x Limited,Fluid x Limited,,2.4000000000000004,3.0,9.600000000000001,12.0,,,HK,FALSE,2023-10-30T00:00:00Z,2023-10-31T00:00:00Z,,24.0,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,,False,Opportunity Gain,,,530000.0,Mike Fung,BCA Not Required,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Hongkong,24.0,HKD,Following eCom Fast Track,2021-09-24T09:03:07.0000000+00:00,2021-10-04T07:06:30Z,,20211017.0,,Y,,Not 5M
Z001658,B&Q SHA In-city Delivery Servic,55ffa4ad-b909-4dd5-b3b6-9ac611a73793,B&Q,百安居,2020-01-15T00:00:00,273.0,35.0,1653.6,212.0,BCA-8ZB9DM,Fully Approved,,FALSE,,,12.0,12.0,2013-01-17T16:00:00Z,2013-01-09T16:00:00Z,,False,Closed-Canceled,,2013-01-09T16:00:00Z,,Xiaoyu Xu,,8ZB9DM,New from New,,,,,,,,,100.0,,,,,,Su Chen (SF-DHL CN),,,,,,Retail,Specialty retailers,Customer has almost accepted our rate and proposal.,,,,China,,EUR,shanghai in-city delivery including three operation model,2020-01-12T08:21:27.0000000+00:00,2021-09-23T12:51:30Z,,20211017.0,,Y,,Not 5M
Z008431,China Inland Trucking,f89128c7-2cc8-ea11-a812-000d3a851174,Wayfair,Wayfair,2020-09-19T00:00:00,,,,,,,TSC,FALSE,,,,,2020-12-01T00:00:00Z,2021-01-01T00:00:00Z,,False,Closed-Canceled,,,,Sarah Huang,New Business,,New from New,,,,,,Opportunity withdrawn by customer,,,75.0,25.0,,,,,Sarah Huang (SF-DHL CN),Ricky Zhu (SF-DHL CN),,,,,Retail,Specialty retailers,,,,,China,,CNY,,2020-07-17T12:58:35.0000000+00:00,2021-08-22T04:34:04Z,,20211017.0,,Y,,Not 5M
Z008486,湖北中烟物流运输服务（成品，原辅材料）项目,bae60f81-c6ec-ea11-a815-000d3a85408a,湖北中烟,,2020-10-19T00:00:00,840.0,840.0,14000.0,14000.0,,,TSC,FALSE,2021-01-16T16:00:00Z,2021-01-17T16:00:00Z,,12.0,2020-12-31T16:00:00Z,2021-01-17T16:00:00Z,,False,Closed-Canceled,2021-01-17T16:00:00Z,2021-01-17T16:00:00Z,,Michelle Ye,New Business,,New from New,,Transportation,,,,None,,,100.0,,,,,,Leo Zhou (SF-DHL CN),,,,,,Retail,Specialty retailers,,,,,China,,CNY,,2020-08-04T08:04:47.0000000+00:00,2021-08-22T04:34:56Z,,20211017.0,,Y,,Not 5M
Z001655,Hainan Frozen Depot,d97f7b40-1070-47fa-9879-66c5d633b177,STARBUCKS,星巴克,2020-01-17T00:00:00,23.4,3.0,249.6,32.0,BCA-8Z55MD,Fully Approved,,FALSE,,,12.0,12.0,2012-11-08T16:00:00Z,2012-11-09T16:00:00Z,,False,Contract Signed,,2012-11-09T16:00:00Z,,Xiaoyu Xu,,8Z55MD,New from Existing,,,,,,,,,,,,,,,,,,,,,Retail,Specialty retailers,Starbucks have confirm our proposal and both side is preparing for the contract.,,,,China,,EUR,Build up frozen depot in Hainan to support Hainan marketing,2020-01-12T08:21:18.0000000+00:00,2021-09-23T12:51:28Z,,20211017.0,,Y,,STARBUCKS
Z001547,Fulfillment Facilities & B2C e-commerce,8c8671dc-da96-448c-bbaf-9f4f5475ad88,TOYS R US,玩具反斗城,2020-01-15T00:00:00,600.6,77.0,4547.4,583.0,BCA-8JS8VG,Fully Approved,,FALSE,,,24.0,24.0,2013-05-30T16:00:00Z,2013-08-14T16:00:00Z,,False,Closed-Lost,,2013-08-14T16:00:00Z,,Xiaoyu Xu,,8JS8VG,New from New,,Transportation,,,,,Contractual T&C not agreed,,100.0,0.0,0.0,,,,,,,,,,Retail,Specialty retailers,1DC solution in Shanghai Shining to handle all fulfillment related operations while meeting 48 - 72 hours delivery service level commitments to end customers,,,,China,,EUR,"1DC solution in Shanghai Shining to handle all fulfillment related operations, while meeting 48 - 72 hours delivery service level commitments to end customers",2020-01-12T08:17:59.0000000+00:00,2021-09-23T12:49:37Z,,20211017.0,,Y,,Not 5M
Z001042,HaoKuaiQuan Auto Parts Delivery Project,56e81a28-aa07-447c-84a1-dc6ab5d62908,ALIBABA,阿里巴巴,2019-12-01T00:00:00,2105.53,2105.53,30405.19,30405.19,BCA-290705,Approved,,FALSE,2020-04-29T16:00:00Z,2020-04-30T16:00:00Z,12.0,12.0,2019-05-14T16:00:00Z,2019-04-30T16:00:00Z,,False,Contract Signed,2020-04-30T16:00:00Z,2019-05-31T16:00:00Z,,Beng Fan,New Business,290705,New from New,,Transportation,,,,,,,100.0,,,,,,Jack Zhang (SF-DHL CN),,,,,,Retail,Specialty retailers,The Business has been awarded to DHL,2020-01-11T23:42:19Z,,,China,30405.19,CNY,"DHL will operate transportation for Haokuaiquan, which is on AliBaba Plant.",2020-01-12T07:42:19.0000000+00:00,2021-09-22T07:13:13Z,,20211017.0,2020-02-28T11:02:00Z,N,2,Not 5M
Z004758,Renewal of Country Addendum for Ho - C1104147,da034a6f-dd3a-4e56-a970-ce5667dfb1c9,Pep International,Pep International,2020-05-19T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,2019-09-29T16:00:00Z,,36.0,36.0,2019-08-29T16:00:00Z,2019-09-29T16:00:00Z,0.0,False,Closed-Lost,,2019-09-29T16:00:00Z,,AlvinSC Chan,Change Renewals,276865,Renewal,,Warehousing,,,,,Customer re location of operation,0.0,100.0,,,,,,AlvinSC Chan (SF-DHL HK),,,,,,Retail,Specialty retailers,,,,,Hongkong,,HKD,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-16T03:23:57.0000000+00:00,2021-09-23T13:38:31Z,,20211017.0,,Y,,Not 5M
Z001925,Costa domestic cold chain transportation,84fe5043-b4b7-40cd-bf73-b3ae9a75b1ef,Costa coffee,咖世家,2015-08-11T00:00:00,1406.0,1406.0,13925.0,13925.0,BCA-9WM8UH,Fully Approved,CR,FALSE,2021-10-13T16:00:00Z,2021-10-14T16:00:00Z,24.0,24.0,2015-08-10T16:00:00Z,2019-10-14T16:00:00Z,,False,Contract Signed,2021-10-14T16:00:00Z,2015-08-11T16:00:00Z,,Su Chen,New Business,9WM8UH,New from New,,Transportation,Warehousing,,,,,,,,0.0,,,,Su Chen (SF-DHL CN),,,,,,Retail,Specialty retailers,Implementation phase. contract negetiation in progress.,,,,China,27850.0,CNY,Domestic transportation and warehouse,2020-01-12T08:28:12.0000000+00:00,2021-09-11T10:32:37Z,,20211017.0,,Y,,5M
Z010125,Go on Global Company_Warehouse,ec40156b-c90b-ec11-b6e6-000d3a829a60,Go on Global Company Limited (I Love kitchen),Go on Global Company Limited (I Love kitchen),,3.2,4.0,32.0,40.0,,,HK,FALSE,2023-09-29T00:00:00Z,2023-09-30T00:00:00Z,,24.0,2021-10-01T00:00:00Z,2021-10-01T00:00:00Z,,False,Opportunity Gain,,,530000.0,Mike Fung,BCA Not Required,,New from New,,Warehousing,Transportation,,,,,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,,Hongkong,80.0,HKD,following eCom Fast Track,2021-09-07T10:06:52.0000000+00:00,2021-10-08T08:50:09Z,,20211017.0,,Y,,Not 5M
Z001136,Trainning Equipment TPT,858bd931-c786-487a-8348-be5095512b0c,KFC,肯德基,2020-01-15T00:00:00,14.29,14.29,27.93,27.93,BCA-262935,Awaiting Approval,,FALSE,2018-02-26T16:00:00Z,2018-02-27T16:00:00Z,12.0,12.0,2017-02-27T16:00:00Z,2017-02-27T16:00:00Z,,False,Closed-Lost,,2017-02-27T16:00:00Z,,Xiaoyu Xu,New Business,262935,New from New,,Transportation,,,,,,,100.0,,,,,,,,,,,,Retail,Specialty retailers,On processing,2020-01-11T23:55:48Z,,,China,,CNY,Training equipment from Beijing warehouse to 212 cities of China,2020-01-12T07:55:48.0000000+00:00,2021-09-23T12:49:04Z,,20211017.0,,Y,,Not 5M
Z005046,HKG AP b2b & b2c Hub for Otterbox Asia,002990e5-04e0-4257-bf0e-4b6c7976ed8f,Otterbox,奥盾士,2020-01-16T00:00:00,275.2,344.0,1720.0,2150.0,,,HK,FALSE,,,36.0,36.0,2014-03-27T16:00:00Z,2014-05-14T16:00:00Z,,False,Closed-Canceled,,2014-05-14T16:00:00Z,,Xiaoyu Xu,,9GA6FP,New from New,,Warehousing,Warehousing,,,,,,100.0,0.0,0.0,,,,,,,,,,Retail,Specialty retailers,Pending to customer's decision.,,,,Hongkong,,HKD,HKF AP B2B & B2C Hub for Otterbox Asia,2020-01-16T03:29:07.0000000+00:00,2021-09-23T13:44:16Z,,20211017.0,,Y,,Not 5M
Z010089,Renew_Goovis project shipment 2021,da8e2f51-4fa3-eb11-b1ac-002248169f57,Goovis,Goovis,2021-10-06T00:00:00,10.280000000000001,12.85,252.23200000000003,315.29,,,HK,FALSE,2023-09-18T00:00:00Z,2023-09-19T00:00:00Z,,24.0,2021-09-20T00:00:00Z,2021-09-20T00:00:00Z,,False,Closed-Lost,,,530000.0,Mike Fung,Change Renewals,,Renewal,,Transportation,Warehousing,,,,One Time Business,,100.0,,,,,,Kit Lam (SF-DHL HK),,,,,,Retail,Specialty retailers,,,False,2021-10-31T00:00:00Z,Hongkong,315.29,HKD,,2021-08-31T08:31:18.0000000+00:00,2021-10-06T09:45:03Z,,20211017.0,,Y,,Not 5M
Z002952,Xiner KQ warehouse,6e664096-c090-479a-bb51-ed9e1b3b4699,Xiner Intl. Trading,宁波鑫尔贸易,2020-01-15T00:00:00,50.0,50.0,500.0,500.0,,,,FALSE,,,24.0,24.0,2016-11-21T16:00:00Z,2016-12-27T16:00:00Z,,False,Closed-Lost,,2016-12-27T16:00:00Z,,Xiaoyu Xu,New Business,251268,New from New,,Warehousing,,,,,Contractual T&C not agreed,,100.0,,,,,,,,,,,,Retail,Specialty retailers,Quotation sent,,,,China,,CNY,E-commerce company need a DC in KQ,2020-01-12T09:31:25.0000000+00:00,2021-09-23T13:09:55Z,,20211017.0,,Y,,Not 5M
Z005022,CharlotteTilbury HK WHSE,64a37351-e75c-4db3-807d-0a9978bf9115,Charlotte Tilbury Beauty,Charlotte Tilbury Beauty,2020-01-16T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,,,2017-06-06T16:00:00Z,,0.0,False,Closed-Canceled,,,,Xiaoyu Xu,New Business,285257,New from New,,,,,,,,0.0,100.0,,,,,,,,,,,,Retail,Specialty retailers,,,,,Hongkong,,HKD,CharlotteTibury HK WHSE,2020-01-16T03:28:41.0000000+00:00,2021-09-23T13:43:52Z,,20211017.0,,Y,,Not 5M
